	SRR14346244	SRR14346260	SRR14346290	SRR14346311	SRR14346317	SRR14346337	SRR14346346	SRR14346353	SRR14346380	SRR14346386	SRR14346392	SRR14346403	SRR14346414	SRR14346445	SRR14346451	SRR14346467	SRR14346475	SRR14346493	SRR14346511	SRR14346532	SRR14346549	SRR14346562	SRR14346571	SRR14346590	SRR14346246	SRR14346315	SRR14346335	SRR14346356	SRR14346372	SRR14346401	SRR14346424	SRR14346469	SRR14346471	SRR14346481	SRR14346488	SRR14346537	SRR14346547	SRR14346552	SRR14346560	SRR14346592	SRR14346256	SRR14346263	SRR14346269	SRR14346278	SRR14346283	SRR14346298	SRR14346308	SRR14346367	SRR14346416	SRR14346431	SRR14346457	SRR14346483	SRR14346498	SRR14346501	SRR14346516	SRR14346524	SRR14346542	SRR14346556	SRR14346577	SRR14346240	SRR14346248	SRR14346254	SRR14346258	SRR14346262	SRR14346265	SRR14346272	SRR14346285	SRR14346292	SRR14346295	SRR14346299	SRR14346305	SRR14346310	SRR14346314	SRR14346324	SRR14346334	SRR14346343	SRR14346347	SRR14346350	SRR14346360	SRR14346369	SRR14346376	SRR14346378	SRR14346383	SRR14346387	SRR14346390	SRR14346398	SRR14346409	SRR14346418	SRR14346421	SRR14346428	SRR14346436	SRR14346439	SRR14346448	SRR14346453	SRR14346461	SRR14346473	SRR14346476	SRR14346491	SRR14346496	SRR14346512	SRR14346519	SRR14346526	SRR14346528	SRR14346534	SRR14346538	SRR14346541	SRR14346554	SRR14346569	SRR14346579	SRR14346583	SRR14346587	SRR14346250	SRR14346267	SRR14346276	SRR14346301	SRR14346322	SRR14346339	SRR14346385	SRR14346394	SRR14346412	SRR14346447	SRR14346455	SRR14346463	SRR14346478	SRR14346485	SRR14346500	SRR14346504	SRR14346508	SRR14346514	SRR14346530	SRR14346565	SRR14346572	SRR14346585	SRR14346243	SRR14346251	SRR14346255	SRR14346259	SRR14346268	SRR14346277	SRR14346281	SRR14346282	SRR14346288	SRR14346289	SRR14346297	SRR14346302	SRR14346307	SRR14346318	SRR14346320	SRR14346338	SRR14346340	SRR14346352	SRR14346374	SRR14346382	SRR14346393	SRR14346404	SRR14346413	SRR14346415	SRR14346427	SRR14346430	SRR14346444	SRR14346465	SRR14346477	SRR14346484	SRR14346503	SRR14346509	SRR14346515	SRR14346522	SRR14346523	SRR14346531	SRR14346540	SRR14346543	SRR14346545	SRR14346550	SRR14346557	SRR14346563	SRR14346566	SRR14346575	SRR14346239	SRR14346245	SRR14346253	SRR14346257	SRR14346261	SRR14346264	SRR14346270	SRR14346271	SRR14346274	SRR14346284	SRR14346291	SRR14346294	SRR14346303	SRR14346309	SRR14346316	SRR14346321	SRR14346325	SRR14346336	SRR14346341	SRR14346344	SRR14346349	SRR14346354	SRR14346355	SRR14346359	SRR14346368	SRR14346371	SRR14346375	SRR14346381	SRR14346384	SRR14346388	SRR14346391	SRR14346399	SRR14346402	SRR14346407	SRR14346410	SRR14346417	SRR14346420	SRR14346423	SRR14346432	SRR14346433	SRR14346435	SRR14346438	SRR14346446	SRR14346449	SRR14346452	SRR14346460	SRR14346464	SRR14346468	SRR14346472	SRR14346474	SRR14346482	SRR14346487	SRR14346489	SRR14346492	SRR14346497	SRR14346499	SRR14346518	SRR14346525	SRR14346527	SRR14346533	SRR14346536	SRR14346539	SRR14346544	SRR14346548	SRR14346555	SRR14346559	SRR14346561	SRR14346567	SRR14346570	SRR14346578	SRR14346582	SRR14346586	SRR14346591	SRR14346238	SRR14346241	SRR14346247	SRR14346249	SRR14346252	SRR14346266	SRR14346273	SRR14346275	SRR14346279	SRR14346286	SRR14346293	SRR14346296	SRR14346300	SRR14346304	SRR14346306	SRR14346312	SRR14346313	SRR14346323	SRR14346327	SRR14346333	SRR14346342	SRR14346345	SRR14346348	SRR14346357	SRR14346361	SRR14346370	SRR14346373	SRR14346377	SRR14346379	SRR14346389	SRR14346396	SRR14346400	SRR14346406	SRR14346408	SRR14346419	SRR14346422	SRR14346425	SRR14346429	SRR14346434	SRR14346437	SRR14346440	SRR14346441	SRR14346442	SRR14346454	SRR14346456	SRR14346459	SRR14346462	SRR14346470	SRR14346480	SRR14346486	SRR14346490	SRR14346495	SRR14346502	SRR14346505	SRR14346506	SRR14346510	SRR14346513	SRR14346520	SRR14346529	SRR14346535	SRR14346546	SRR14346553	SRR14346558	SRR14346568	SRR14346574	SRR14346576	SRR14346580	SRR14346584	SRR14346588	SRR14346242	SRR14346280	SRR14346287	SRR14346319	SRR14346351	SRR14346358	SRR14346395	SRR14346397	SRR14346405	SRR14346411	SRR14346426	SRR14346443	SRR14346450	SRR14346458	SRR14346466	SRR14346479	SRR14346494	SRR14346507	SRR14346517	SRR14346521	SRR14346551	SRR14346564	SRR14346573	SRR14346581	SRR14346589
SRR14346244	0	0.148032	0.179972	0.139813	0.251293	0.198367	0.130938	0.124685	0.218408	0.180877	0.125136	0.156227	0.165103	0.128034	0.170994	0.228823	0.14441	0.218779	0.29232	0.214163	0.145016	0.401047	0.216061	0.163276	0.18397	0.345942	0.114042	0.292763	0.254557	0.151219	0.162824	0.151372	0.142765	0.162768	0.264225	0.160092	0.232418	0.171263	0.157563	0.162711	0.227458	0.233045	0.218593	0.276697	0.228593	0.273927	0.296942	0.271309	0.273927	0.249295	0.218686	0.281356	0.245371	0.16618	0.226132	0.281707	0.251479	0.258063	0.22825	0.16615	0.169085	0.152843	0.160814	0.158348	0.15789	0.157764	0.147768	0.14456	0.144353	0.150589	0.167036	0.173019	0.160278	0.156251	0.154433	0.139205	0.186432	0.235505	0.279303	0.151902	0.167876	0.177203	0.189031	0.149968	0.148298	0.151153	0.158169	0.15323	0.164515	0.170029	0.152013	0.15784	0.16615	0.141742	0.152437	0.15339	0.159959	0.157263	0.172461	0.162993	0.165818	0.138605	0.147728	0.153574	0.128812	0.162431	0.15579	0.139779	0.160171	0.151813	0.15255	0.393093	0.245045	0.168572	0.268294	0.283502	0.348743	0.377599	0.383207	0.405585	0.389565	0.422568	0.243289	0.375025	0.310955	0.325302	0.305423	0.317965	0.258709	0.286523	0.149105	0.401047	0.317965	0.280662	0.267766	0.283502	0.393093	0.268561	0.286914	0.344601	0.280319	0.286914	0.410602	0.258709	0.275138	0.291447	0.393093	0.283138	0.337263	0.267244	0.360092	0.350208	0.37026	0.306598	0.396904	0.348743	0.316478	0.351719	0.253965	0.318727	0.281008	0.159748	0.288108	0.265963	0.396904	0.291017	0.290168	0.220392	0.389565	0.273927	0.269915	0.267244	0.389565	0.295508	0.396904	0.301525	0.29059	0.312952	0.267244	0.302607	0.323571	0.273629	0.307196	0.297923	0.272746	0.288513	0.228939	0.307802	0.307802	0.270468	0.320287	0.270468	0.298925	0.29743	0.304276	0.317216	0.29232	0.299948	0.315036	0.29059	0.297923	0.313636	0.284988	0.296459	0.310955	0.315752	0.328022	0.311611	0.277658	0.299948	0.275138	0.29232	0.269915	0.313636	0.29366	0.29743	0.282061	0.303713	0.247549	0.305423	0.317965	0.310955	0.324428	0.284612	0.306598	0.315752	0.287707	0.263499	0.344601	0.274832	0.288921	0.293209	0.263982	0.295981	0.321901	0.304276	0.282061	0.27897	0.295508	0.289333	0.303157	0.325302	0.302607	0.291017	0.324428	0.320287	0.295981	0.326191	0.327098	0.288513	0.296459	0.33191	0.273629	0.300994	0.286914	0.360092	0.267766	0.319501	0.375025	0.319501	0.315036	0.335049	0.285367	0.276381	0.322728	0.348743	0.291447	0.245535	0.233171	0.319501	0.286914	0.288108	0.304276	0.279303	0.276067	0.249652	0.298421	0.350208	0.422568	0.332933	0.313636	0.306007	0.270747	0.287309	0.304276	0.317965	0.285749	0.340791	0.375025	0.323571	0.327098	0.330907	0.299948	0.267766	0.292763	0.312952	0.307802	0.291447	0.429909	0.315036	0.368046	0.29366	0.296459	0.314331	0.429909	0.325302	0.266216	0.26093	0.314331	0.317216	0.245535	0.462914	0.315752	0.29059	0.313636	0.298925	0.348743	0.25074	0.482221	0.396904	0.389565	0.429909	0.405585	0.38628	0.396904	0.401047	0.449215	0.393093	0.41621	0.410602	0.41621	0.393093	0.401047	0.410602	0.422568	0.401047	0.429909	0.410602	0.401047	0.401047	0.383207	0.410602	0.393093	0.396904
SRR14346260	0.148032	0	0.219248	0.165459	0.298925	0.254359	0.16305	0.162015	0.254756	0.239237	0.165788	0.174626	0.170526	0.126277	0.150331	0.246031	0.17682	0.253769	0.301525	0.231555	0.137188	0.429909	0.21722	0.239962	0.21027	0.35328	0.161301	0.295981	0.267244	0.123595	0.214588	0.207401	0.193932	0.224525	0.281707	0.213742	0.262081	0.21027	0.180463	0.231189	0.21027	0.220975	0.225698	0.321087	0.242052	0.293209	0.304276	0.316478	0.311611	0.296942	0.306007	0.313636	0.305423	0.291017	0.339586	0.309038	0.283502	0.270747	0.306598	0.210818	0.215275	0.165281	0.177472	0.170994	0.173762	0.183572	0.201749	0.19984	0.201361	0.197115	0.191941	0.210818	0.186059	0.211853	0.212502	0.183134	0.226241	0.253379	0.303713	0.206819	0.211055	0.214845	0.225483	0.194484	0.192099	0.196068	0.202075	0.2032	0.1951	0.211773	0.200595	0.206674	0.196357	0.156422	0.170592	0.203133	0.211372	0.202667	0.207916	0.189031	0.191783	0.176177	0.198367	0.177511	0.20449	0.211134	0.205746	0.176403	0.179485	0.204079	0.203066	0.36196	0.283502	0.222565	0.299948	0.327098	0.375025	0.429909	0.401047	0.422568	0.405585	0.41621	0.284612	0.405585	0.321087	0.360092	0.321087	0.354894	0.298925	0.33841	0.208438	0.422568	0.333979	0.309038	0.296942	0.279303	0.37026	0.282776	0.323571	0.321901	0.321087	0.301525	0.482221	0.285367	0.294575	0.303713	0.422568	0.313636	0.347322	0.296942	0.383207	0.401047	0.405585	0.337263	0.401047	0.389565	0.307196	0.337263	0.274529	0.321087	0.303157	0.185643	0.322728	0.297923	0.396904	0.321901	0.298421	0.208288	0.405585	0.303157	0.286914	0.310307	0.43859	0.306598	0.429909	0.324428	0.311611	0.336143	0.300468	0.295039	0.339586	0.277015	0.323571	0.330907	0.290168	0.306598	0.273038	0.33191	0.340791	0.295508	0.348743	0.29232	0.328965	0.310307	0.305423	0.335049	0.315036	0.315036	0.336143	0.314331	0.307196	0.333979	0.304846	0.308416	0.321901	0.342027	0.340791	0.332933	0.303157	0.33191	0.309038	0.305423	0.251293	0.330907	0.311611	0.312952	0.306598	0.296459	0.265963	0.312952	0.328965	0.333979	0.35328	0.314331	0.288513	0.344601	0.303157	0.279639	0.41621	0.309669	0.310955	0.321087	0.302063	0.306598	0.345942	0.329926	0.298925	0.29366	0.311611	0.291882	0.324428	0.33841	0.317965	0.314331	0.347322	0.336143	0.316478	0.343297	0.354894	0.298421	0.287309	0.336143	0.335049	0.372583	0.307196	0.375025	0.273629	0.330907	0.410602	0.287309	0.339586	0.342027	0.309669	0.280319	0.339586	0.363903	0.314331	0.291882	0.285749	0.319501	0.309669	0.309669	0.343297	0.303157	0.333979	0.296459	0.306007	0.348743	0.43859	0.33841	0.294575	0.287707	0.257005	0.311611	0.33841	0.35328	0.298925	0.350208	0.38628	0.356564	0.354894	0.350208	0.337263	0.297923	0.289333	0.298925	0.286523	0.300468	0.401047	0.323571	0.351719	0.312277	0.295981	0.291882	0.449215	0.311611	0.270468	0.274227	0.333979	0.296942	0.27897	0.482221	0.345942	0.281356	0.295039	0.29366	0.375025	0.283869	0.515228	0.429909	0.393093	0.449215	0.429909	0.36196	0.41621	0.43859	0.462914	0.482221	0.449215	0.449215	0.482221	0.410602	0.38628	0.410602	1	0.449215	0.41621	0.449215	0.449215	0.410602	0.41621	0.405585	0.429909	0.482221
SRR14346290	0.179972	0.219248	0	0.185689	0.192364	0.11042	0.17026	0.227123	0.152258	0.171773	0.165103	0.167688	0.178924	0.178725	0.174917	0.154976	0.140863	0.135689	0.232046	0.168732	0.175064	0.333979	0.205044	0.22442	0.222565	0.261848	0.263499	0.363903	0.273333	0.271309	0.321087	0.312277	0.298925	0.308416	0.276697	0.253379	0.232046	0.253965	0.325302	0.33191	0.307802	0.312277	0.299948	0.314331	0.300994	0.329926	0.360092	0.339586	0.226241	0.314331	0.312277	0.336143	0.324428	0.278309	0.317965	0.326191	0.294116	0.295981	0.302607	0.328965	0.328965	0.319501	0.33191	0.328965	0.324428	0.318727	0.314331	0.307802	0.310307	0.317965	0.337263	0.323571	0.323571	0.319501	0.315752	0.303713	0.328965	0.245045	0.360092	0.314331	0.329926	0.329926	0.33841	0.315752	0.313636	0.315752	0.325302	0.317965	0.328965	0.33191	0.312277	0.316478	0.330907	0.312277	0.322728	0.316478	0.33191	0.325302	0.328965	0.324428	0.330907	0.310307	0.315036	0.321087	0.312952	0.333979	0.319501	0.306598	0.325302	0.315752	0.314331	0.289749	0.169473	0.106269	0.198066	0.202667	0.253965	0.288108	0.295981	0.312277	0.299948	0.311611	0.158093	0.268561	0.221367	0.22646	0.210582	0.211934	0.168732	0.18781	0.110037	0.293209	0.227123	0.254557	0.294116	0.288108	0.301525	0.296942	0.309038	0.270747	0.311611	0.340791	0.315752	0.295039	0.304276	0.312952	0.33841	0.296459	0.255359	0.22297	0.272455	0.256175	0.293209	0.254161	0.294116	0.267766	0.271309	0.262549	0.291882	0.280319	0.309669	0.208813	0.301525	0.243603	0.304846	0.343297	0.262549	0.277335	0.308416	0.227458	0.306598	0.174808	0.321901	0.326191	0.330907	0.262314	0.33191	0.358296	0.290168	0.266727	0.356564	0.244882	0.342027	0.340791	0.297923	0.339586	0.278309	0.363903	0.365929	0.277015	0.350208	0.291017	0.335049	0.35328	0.273333	0.363903	0.339586	0.347322	0.377599	0.332933	0.33191	0.365929	0.306598	0.333979	0.356564	0.340791	0.360092	0.22117	0.29366	0.321087	0.299434	0.325302	0.283138	0.354894	0.325302	0.337263	0.310955	0.237128	0.242358	0.328965	0.339586	0.337263	0.348743	0.326191	0.340791	0.356564	0.301525	0.294575	0.255969	0.329926	0.316478	0.358296	0.303713	0.347322	0.36196	0.33841	0.325302	0.327098	0.322728	0.307802	0.36196	0.365929	0.257005	0.356564	0.393093	0.383207	0.347322	0.365929	0.380321	0.320287	0.250924	0.260253	0.263982	0.264715	0.253379	0.296942	0.303713	0.265963	0.284239	0.267766	0.255562	0.273333	0.284988	0.266216	0.264962	0.277015	0.274832	0.258277	0.257425	0.267766	0.267504	0.277658	0.247037	0.258493	0.266727	0.24824	0.283138	0.291882	0.343297	0.266727	0.266727	0.266216	0.268828	0.286914	0.244079	0.261158	0.286914	0.277658	0.284988	0.273038	0.268294	0.277335	0.242052	0.263022	0.259145	0.256381	0.257005	0.286134	0.350208	0.261848	0.284988	0.248066	0.246699	0.264715	0.328022	0.26546	0.302607	0.301525	0.26326	0.271593	0.246868	0.347322	0.264225	0.328022	0.275446	0.248941	0.259365	0.258927	0.396904	0.326191	0.316478	0.327098	0.317216	0.310955	0.306598	0.306598	0.335049	0.321087	0.321087	0.33841	0.321901	0.307802	0.315036	0.321087	0.33841	0.317216	0.347322	0.312277	0.319501	0.351719	0.306598	0.332933	0.311611	0.284988
SRR14346311	0.139813	0.165459	0.185689	0	0.204215	0.204353	0.140672	0.159017	0.222162	0.222363	0.148669	0.153321	0.148772	0.142205	0.158681	0.226901	0.15362	0.217856	0.263499	0.211532	0.161849	0.377599	0.221862	0.228593	0.201749	0.337263	0.157488	0.294116	0.257214	0.186245	0.202469	0.205746	0.202866	0.206172	0.271879	0.200028	0.247207	0.196415	0.196299	0.235372	0.243289	0.277982	0.233808	0.289749	0.289749	0.319501	0.324428	0.308416	0.274529	0.279978	0.300994	0.318727	0.312952	0.275756	0.327098	0.304846	0.297923	0.300468	0.306007	0.211293	0.216415	0.211134	0.209805	0.202206	0.194097	0.196822	0.20149	0.191731	0.203739	0.199406	0.201361	0.206674	0.197174	0.212014	0.208588	0.185276	0.244721	0.250193	0.29232	0.211452	0.187569	0.211853	0.249473	0.19984	0.196415	0.20009	0.204628	0.184192	0.2028	0.186245	0.184371	0.188637	0.203267	0.194097	0.198731	0.193006	0.21731	0.202271	0.224842	0.19984	0.204559	0.191941	0.197351	0.192953	0.196998	0.218686	0.206891	0.189379	0.202206	0.199344	0.198307	0.348743	0.243761	0.186619	0.257425	0.243446	0.335049	0.365929	0.35328	0.365929	0.377599	0.36196	0.2419	0.348743	0.289749	0.283502	0.293209	0.308416	0.254956	0.286914	0.176897	0.360092	0.310307	0.270747	0.279639	0.288921	0.348743	0.27897	0.299948	0.300468	0.303713	0.309669	0.393093	0.275446	0.288921	0.300468	0.351719	0.293209	0.304276	0.267766	0.323571	0.340791	0.35328	0.288513	0.358296	0.283502	0.292763	0.281356	0.250557	0.283502	0.299948	0.162683	0.300994	0.287707	0.380321	0.315036	0.266471	0.26326	0.354894	0.282776	0.281707	0.274227	0.37026	0.310955	0.389565	0.293209	0.302607	0.33841	0.279303	0.294575	0.36196	0.258709	0.329926	0.327098	0.276697	0.309038	0.262314	0.33191	0.342027	0.274529	0.345942	0.277658	0.327098	0.324428	0.303157	0.350208	0.317216	0.328022	0.350208	0.307196	0.312277	0.340791	0.293209	0.308416	0.33841	0.344601	0.356564	0.309038	0.291447	0.33191	0.303713	0.285367	0.277982	0.33841	0.315036	0.311611	0.296459	0.269641	0.238808	0.321087	0.340791	0.33841	0.368046	0.306598	0.328022	0.347322	0.296459	0.276381	0.33191	0.312952	0.300468	0.315036	0.289333	0.312952	0.363903	0.320287	0.300468	0.304276	0.316478	0.295981	0.326191	0.347322	0.298421	0.340791	0.360092	0.365929	0.328022	0.358296	0.356564	0.302607	0.277335	0.269915	0.285367	0.291017	0.253379	0.35328	0.256588	0.210504	0.372583	0.262081	0.212829	0.215449	0.266471	0.269915	0.221763	0.23368	0.217856	0.250193	0.24824	0.204766	0.254956	0.257637	0.207328	0.242977	0.285749	0.244399	0.22646	0.206101	0.383207	0.209421	0.282061	0.280662	0.240402	0.26546	0.275138	0.288108	0.265963	0.19867	0.329926	0.220008	0.214759	0.208065	0.2028	0.257214	0.25261	0.284239	0.281356	0.270191	0.389565	0.279303	0.314331	0.269369	0.271593	0.290168	0.393093	0.285367	0.256796	0.261158	0.206602	0.291882	0.241295	0.429909	0.206602	0.246868	0.295981	0.278309	0.317216	0.246868	0.429909	0.377599	0.375025	0.37026	0.380321	0.343297	0.36196	0.368046	0.401047	0.375025	0.389565	0.36196	0.375025	0.360092	0.372583	0.38628	0.38628	0.37026	0.37026	0.37026	0.389565	0.383207	0.347322	0.36196	0.372583	0.35328
SRR14346317	0.251293	0.298925	0.192364	0.204215	0	0.195553	0.219154	0.276697	0.238523	0.139273	0.185003	0.234324	0.212665	0.244559	0.192791	0.248764	0.221862	0.226791	0.282417	0.246868	0.22825	0.360092	0.254956	0.0923949	0.212014	0.298421	0.302063	0.38628	0.285367	0.356564	0.401047	0.393093	0.363903	0.365929	0.266471	0.262314	0.219342	0.277982	0.383207	0.401047	0.348743	0.291447	0.318727	0.108907	0.304276	0.154293	0.238382	0.302063	0.213826	0.255562	0.170592	0.27897	0.329926	0.108137	0.166514	0.178016	0.125604	0.13126	0.113073	0.393093	0.396904	0.401047	0.393093	0.396904	0.401047	0.405585	0.401047	0.383207	0.396904	0.393093	0.389565	0.405585	0.393093	0.405585	0.393093	0.377599	0.43859	0.261387	0.377599	0.396904	0.389565	0.410602	0.410602	0.401047	0.393093	0.396904	0.393093	0.405585	0.401047	0.396904	0.396904	0.38628	0.393093	0.380321	0.410602	0.393093	0.405585	0.396904	0.38628	0.41621	0.410602	0.389565	0.383207	0.383207	0.396904	0.401047	0.389565	0.389565	0.396904	0.393093	0.383207	0.273927	0.205817	0.161274	0.159251	0.0551837	0.328965	0.328022	0.358296	0.37026	0.33191	0.29059	0.226901	0.325302	0.234454	0.141688	0.253769	0.281707	0.239237	0.260253	0.108336	0.329926	0.269915	0.304846	0.286914	0.277335	0.375025	0.299434	0.295039	0.300994	0.316478	0.335049	0.345942	0.243446	0.273629	0.187761	0.327098	0.314331	0.270468	0.235638	0.302063	0.29059	0.339586	0.302607	0.339586	0.278638	0.294116	0.301525	0.268828	0.310955	0.307802	0.250193	0.26546	0.257425	0.344601	0.329926	0.275446	0.297923	0.351719	0.261848	0.298421	0.223897	0.343297	0.312952	0.365929	0.321901	0.324428	0.363903	0.29743	0.302063	0.375025	0.262314	0.351719	0.330907	0.303713	0.332933	0.287309	0.380321	0.363903	0.286914	0.368046	0.288108	0.348743	0.365929	0.328965	0.375025	0.342027	0.351719	0.396904	0.33841	0.339586	0.37026	0.298925	0.339586	0.365929	0.351719	0.354894	0.271593	0.308416	0.33191	0.324428	0.309038	0.304846	0.37026	0.333979	0.332933	0.315752	0.255969	0.251108	0.339586	0.354894	0.350208	0.368046	0.340791	0.340791	0.368046	0.319501	0.304846	0.309669	0.347322	0.325302	0.365929	0.309038	0.342027	0.38628	0.343297	0.317216	0.328022	0.317216	0.314331	0.38628	0.363903	0.277982	0.365929	0.393093	0.389565	0.343297	0.380321	0.396904	0.325302	0.250193	0.274529	0.277982	0.283138	0.253769	0.319501	0.306007	0.271879	0.344601	0.323571	0.266216	0.288108	0.271593	0.273629	0.277982	0.300994	0.266471	0.253379	0.254956	0.274832	0.258927	0.26521	0.252801	0.248764	0.275446	0.240995	0.273333	0.317216	0.360092	0.276381	0.26571	0.262785	0.274227	0.275756	0.25074	0.268294	0.287309	0.304846	0.317216	0.300468	0.279978	0.301525	0.253379	0.257849	0.25074	0.263022	0.26374	0.281008	0.35328	0.276067	0.328022	0.253965	0.250012	0.269098	0.363903	0.304846	0.306007	0.315036	0.275756	0.281707	0.242666	0.377599	0.270468	0.330907	0.282417	0.250374	0.254956	0.249118	0.401047	0.363903	0.343297	0.36196	0.351719	0.323571	0.351719	0.339586	0.36196	0.360092	0.377599	0.360092	0.36196	0.350208	0.37026	0.351719	0.380321	0.351719	0.383207	0.375025	0.363903	0.393093	0.332933	0.351719	0.368046	0.336143
SRR14346337	0.198367	0.254359	0.11042	0.204353	0.195553	0	0.183528	0.247721	0.139021	0.168254	0.169376	0.184103	0.187521	0.187954	0.205044	0.144731	0.142277	0.124588	0.240698	0.166851	0.181211	0.317216	0.225698	0.233045	0.2381	0.26521	0.348743	0.410602	0.277982	0.37026	0.462914	0.482221	0.405585	0.41621	0.281707	0.261387	0.240846	0.281356	0.429909	0.43859	0.380321	0.340791	0.317965	0.312277	0.329926	0.368046	0.36196	0.339586	0.218408	0.356564	0.351719	0.347322	0.356564	0.303713	0.343297	0.308416	0.299434	0.296459	0.328965	0.482221	0.515228	0.462914	0.515228	0.482221	0.515228	0.515228	0.462914	0.43859	0.482221	0.462914	1	0.449215	0.43859	0.482221	0.482221	0.41621	0.429909	0.255969	0.377599	0.449215	0.515228	0.462914	0.422568	0.515228	0.515228	0.482221	0.515228	0.515228	0.482221	0.515228	0.515228	0.482221	0.482221	0.482221	0.482221	0.482221	0.482221	0.449215	0.43859	0.482221	0.482221	0.482221	0.449215	0.449215	0.462914	0.462914	0.43859	0.449215	0.482221	0.449215	0.462914	0.272166	0.160198	0.0974417	0.18397	0.19741	0.251108	0.283869	0.281008	0.306007	0.29059	0.306598	0.149524	0.271593	0.205887	0.227012	0.201814	0.201297	0.153874	0.176897	0.102668	0.294116	0.216326	0.249652	0.295039	0.274227	0.298421	0.29366	0.295039	0.270747	0.303713	0.333979	0.283138	0.290168	0.294575	0.309038	0.306007	0.286523	0.237128	0.218873	0.26571	0.240698	0.279303	0.240255	0.282776	0.264962	0.262785	0.23524	0.291447	0.281008	0.301525	0.249652	0.299434	0.2381	0.304276	0.325302	0.243603	0.268294	0.29743	0.215016	0.300468	0.163964	0.281707	0.313636	0.321087	0.258927	0.319501	0.345942	0.268561	0.255969	0.332933	0.245865	0.315036	0.315752	0.292763	0.319501	0.264469	0.337263	0.345942	0.249652	0.339586	0.268828	0.321901	0.327098	0.252041	0.340791	0.315036	0.329926	0.343297	0.304846	0.298421	0.328022	0.288513	0.306007	0.340791	0.317216	0.326191	0.215536	0.26546	0.295039	0.277982	0.300468	0.264715	0.335049	0.289333	0.311611	0.282061	0.228478	0.232668	0.312952	0.321901	0.311611	0.33191	0.315752	0.308416	0.317965	0.284988	0.283138	0.2457	0.327098	0.298421	0.344601	0.283502	0.313636	0.348743	0.308416	0.295508	0.301525	0.302607	0.282776	0.340791	0.336143	0.235638	0.342027	0.375025	0.365929	0.328965	0.345942	0.343297	0.295508	0.266216	0.266985	0.277015	0.285367	0.275756	0.282061	0.33841	0.273038	0.287707	0.294116	0.264469	0.285367	0.296459	0.281356	0.264715	0.283502	0.289333	0.275138	0.280319	0.263982	0.282776	0.286914	0.255765	0.266727	0.274832	0.26374	0.296942	0.296942	0.343297	0.275756	0.279978	0.276067	0.29232	0.295981	0.258927	0.276697	0.314331	0.293209	0.283502	0.285367	0.267244	0.279639	0.263982	0.283869	0.274227	0.283138	0.281356	0.306007	0.303713	0.262549	0.291017	0.258927	0.271027	0.27897	0.320287	0.274227	0.340791	0.343297	0.268561	0.280319	0.260253	0.325302	0.265963	0.358296	0.283869	0.270468	0.255562	0.271309	0.345942	0.317216	0.302607	0.321901	0.309038	0.281356	0.286134	0.29059	0.335049	0.297923	0.332933	0.321087	0.312277	0.308416	0.295039	0.319501	0.336143	0.307802	0.328965	0.291882	0.312952	0.328022	0.287707	0.312952	0.294575	0.275138
