"v1"	"v2"	"asso"	"diss"	"adja"
"1"	"28037"	"1313"	0.978581680761597	0.103485069547262	0.896514930452738
"2"	"28037"	"2598453"	0.961229355164424	0.139231183352682	0.860768816647318
"3"	"28037"	"712633"	0.605608554078423	0.444067250493423	0.555932749506577
"4"	"28037"	"1902136"	0.886668479059762	0.238045710883685	0.761954289116315
"5"	"28037"	"2576376"	0.748689510532998	0.354478835381608	0.645521164618392
"6"	"28037"	"3038077"	0.775634068240473	0.334937256631393	0.665062743368607
"7"	"28037"	"712624"	0.757847371832553	0.347960219110926	0.652039780889074
"8"	"28037"	"2664091"	0.807654298803214	0.310117478705075	0.689882521294925
"9"	"28037"	"2598457"	0.742493625532897	0.358821943634377	0.641178056365623
"10"	"28037"	"2763068"	0.511587221033448	0.494172428898331	0.505827571101669
"11"	"28037"	"3020829"	0.892842041248104	0.231471335970457	0.768528664029543
"12"	"28037"	"1303"	0.78844847735479	0.325231857791646	0.674768142208354
"13"	"28037"	"2819619"	0.988258536546352	0.0766207003806685	0.923379299619332
"14"	"28037"	"257758"	0.968072130052334	0.126348466448283	0.873651533551717
"15"	"28037"	"1433513"	0.978669395405523	0.103272950462541	0.896727049537459
"16"	"28037"	"113107"	0.747802894876865	0.355103580046115	0.644896419953885
"17"	"28037"	"1343"	0.630535623761247	0.429804825612017	0.570195174387983
"18"	"28037"	"68892"	0.560564616920977	0.468740537546638	0.531259462453362
"19"	"28037"	"1328"	0.698238110625659	0.388433964384128	0.611566035615872
"20"	"28037"	"76860"	0.668863312656578	0.406900901537108	0.593099098462892
"21"	"28037"	"1307"	0.92215356148157	0.197289683610712	0.802710316389288
"22"	"28037"	"1336"	0.855126184164843	0.269141055800817	0.730858944199183
"23"	"28037"	"1334"	0.785414465230342	0.327555746987942	0.672444253012058
"24"	"28037"	"82348"	0.841368718530575	0.281630326376107	0.718369673623893
"25"	"28037"	"1314"	0.784082175934968	0.328571015204501	0.6714289847955
"26"	"28037"	"400065"	0.856293345750583	0.268054709200768	0.731945290799232
"27"	"28037"	"1335"	0.826908500050807	0.294186590405812	0.705813409594188
"28"	"28037"	"1888195"	0.859145554667613	0.265381277911976	0.734618722088024
"29"	"28037"	"1345"	0.848330164536509	0.275381404113904	0.724618595886096
"30"	"28037"	"1349"	0.852106402031229	0.271931607181633	0.728068392818367
"31"	"28037"	"1814128"	0.815982680826459	0.303329292332228	0.696670707667772
"32"	"28037"	"2021971"	0.878639619690837	0.246333493773342	0.753666506226658
"33"	"28037"	"1311"	0.812710421292469	0.306014361352152	0.693985638647848
"34"	"28037"	"1329"	0.838738697555924	0.283955368362773	0.716044631637227
"35"	"28037"	"1326"	0.84568771977629	0.27776994097968	0.72223005902032
"36"	"28037"	"1309"	0.613776203722141	0.43944498875164	0.560555011248359
"37"	"28037"	"149016"	0.797490843164598	0.31820524574196	0.68179475425804
"38"	"28037"	"1310"	0.793425563630052	0.321383288590079	0.678616711409921
"39"	"28037"	"2781599"	0.842352455827114	0.280755716035209	0.719244283964791
"40"	"28037"	"1346"	0.870319816251522	0.254637176928741	0.745362823071259
"41"	"28037"	"1341"	0.831189080049717	0.290526177779458	0.709473822220542
"42"	"28037"	"29389"	0.844592068633718	0.278754310609075	0.721245689390925
"43"	"28037"	"1348"	0.82533423328905	0.295521375462884	0.704478624537116
"44"	"28037"	"1340"	0.750163031418846	0.353438091170967	0.646561908829033
"45"	"28037"	"1825069"	0.85915287860608	0.265374378373195	0.734625621626805
"46"	"28037"	"33040"	0.66476984089742	0.409408206502129	0.590591793497871
"47"	"28037"	"1111760"	0.691823830375174	0.392540551806323	0.607459448193677
"48"	"28037"	"1811193"	0.894222241558919	0.22997582312178	0.77002417687822
"49"	"28037"	"1501662"	0.806521638934488	0.311029227778928	0.688970772221072
"50"	"28037"	"361101"	0.765904494440241	0.342122423672988	0.657877576327012
"51"	"28037"	"315405"	0.672768161500426	0.404494646750469	0.595505353249531
"52"	"28037"	"1917441"	0.725212803633105	0.370666424408049	0.629333575591951
"53"	"28037"	"254785"	0.877897782107906	0.247085226078062	0.752914773921938
"54"	"28037"	"2173853"	0.830042224931155	0.291511384913904	0.708488615086096
"55"	"28037"	"2686210"	0.763344715512712	0.343987851883819	0.656012148116181
"56"	"28037"	"150055"	0.574370822286623	0.461318316194674	0.538681683805327
"57"	"28037"	"102684"	0.638940734729095	0.42488778828704	0.57511221171296
"58"	"28037"	"59310"	0.574234734868132	0.461392059495972	0.538607940504028
"59"	"28037"	"197614"	0.538669548015944	0.480276197611362	0.519723802388638
"60"	"28037"	"1363"	0.479758411911381	0.510020385910514	0.489979614089486
"61"	"28037"	"2908211"	0.472955973255307	0.513343952309118	0.486656047690882
"62"	"28037"	"147802"	0.499591606517886	0.500204155061768	0.499795844938232
"63"	"28037"	"1624"	0.541288210712939	0.47891115527155	0.52108884472845
"64"	"28037"	"44008"	0.583966027409969	0.456088792117298	0.543911207882702
"65"	"28037"	"1351"	0.45590072282824	0.521583779067064	0.478416220932936
"66"	"28037"	"1354"	0.529372016267157	0.485091735516512	0.514908264483488
"67"	"28037"	"1379"	0.808801758314226	0.309191074972883	0.690808925027117
"68"	"28037"	"2840371"	0.672979023452234	0.4043643014336	0.5956356985664
"69"	"28037"	"1280"	0.548604349373767	0.475076652039559	0.52492334796044
"70"	"28037"	"2490855"	-0.559462300881598	0.883023867424204	0.116976132575796
"71"	"28037"	"617123"	-0.550487339987039	0.880479227462817	0.119520772537183
"72"	"28037"	"1655"	-0.451698081650297	0.851967746352612	0.148032253647388
"73"	"28037"	"706438"	-0.477912532749585	0.859625654790963	0.140374345209037
"74"	"28037"	"712122"	-0.483933977816676	0.86137505705026	0.13862494294974
"75"	"28037"	"2755559"	-0.526342778999182	0.8735968117499	0.1264031882501
"76"	"28037"	"1851395"	-0.512086698365113	0.869507532562287	0.130492467437713
"77"	"28037"	"1656"	-0.510813917049373	0.869141506617125	0.130858493382875
"78"	"28037"	"52774"	-0.53361232925586	0.875674691097059	0.124325308902941
"79"	"28037"	"2744574"	-0.516113524075547	0.870664551958889	0.129335448041111
"80"	"28037"	"43768"	-0.470025787433416	0.857328929709425	0.142671070290575
